ASV_ID,ER1,ER2,ER3,ExtCtrl,G1R1,G1R2,G1R3,G2R1,G2R2,G2R3,MockPosCtrl,PCRCtrl,RP1R1,RP1R2,RP1R3,RP2R1,RP2R2,RP2R3,SL1R1,SL1R2,SL1R3,SL2R1,SL2R2,SL2R3
be9ebd3a23accee648c03add0d70002a,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4b3d2828cebb4a452332d9effc222052,0,0,0,0,0,0,0,25,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aa9ecca725cb99f21fd57b1aeda009e2,0,0,0,0,0,0,0,24,33,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f69c667af1c7f0fbadf45b589b07346,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0
ba33bc8ccd40630d8cda8394eab6ce6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0
6a1973d0e575eb5037eabf630820376d,20,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
4ca2e5b2d94dd0a92da2d316dd5affc7,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
4f671136f242d6e8993de1567f19099b,0,0,0,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
11b1b0e231a91f7a5fade142ee576b05,0,0,0,0,0,0,0,31,19,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
859d532d65780ccf7010c9cc948a7d61,0,0,0,0,0,0,0,27,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bd70248923ff94bc914c374622ee994d,0,0,0,0,0,0,0,24,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3b8491d71ff3a9f45fb5fb43f67484e6,0,0,0,0,37,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b3c95bd563f60db1d424e73ff49ff21,0,0,0,0,32,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1aa13167fe547ca6212ddbf0315595bf,0,0,0,0,31,20,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1f89d5fcd22a526c05b0d5ba0b9ba85c,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
870baaa689c2f7ed711748499dab5b5d,0,0,0,0,8,14,0,23,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b6599fcfc42cb94bc143237e5a5bb1e,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b28f1eb2d3069526ecf6163f5fecf0d8,0,0,0,0,0,0,0,30,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31eac71dcbf46ce420b195ecd35491a6,0,0,0,0,0,0,0,27,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf652c9a347a68ae032a517d5cdf8f15,0,0,0,0,0,0,0,26,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f95b1b7dc0b9c58fb8b79024c8c570c0,0,0,0,0,0,0,0,25,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72c154fdff4c5855f01540c9cdd0fffe,0,0,0,0,0,0,0,15,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9f8d82372a69dcb3cb185b0ad4e2a55e,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0
9c15d44cd3184414ed381c11550543e0,22,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
122d455fd528af8474bfdac5d22ce8a6,20,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3fb6a4c6ddd8432d3deb9c92a49de32a,0,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
bb29430127817b1b43902ddd350242d6,0,0,0,0,38,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5abfd7bc26e80442863d6b75fc328720,0,0,0,0,7,4,3,19,17,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ddcbdc99a104c446ea740b44d7043cdd,0,0,0,0,0,0,36,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788105cc1e3c557f06bbdde4b85e4a37,0,0,0,0,0,0,0,22,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9c53c1142f2e3168b42e4c8f1cf1dc2d,0,0,0,0,0,0,0,19,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b39b181d9d171dafd169f0775344879,21,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0
79bf6caa869ee4214c5306d3f7dcdd34,0,0,0,0,41,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eeaa0ba14bb301d92c81d8299346b7a4,0,0,0,0,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23b70ffa0880e72de27f1334c4234835,0,0,0,0,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
53ea4e4a46878a1bda71613173ce801b,0,0,0,0,22,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54546019ae60bcee54e79eea660c417a,0,0,0,0,18,19,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0
962b0f59d42bffd71d1a40636d29647a,0,0,0,0,14,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0838c26309c0969edd963cc2a301e375,0,0,0,0,13,33,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f04644c9762260d4d61d03131b1d9db6,0,0,0,0,9,0,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,28,0
5f3e1cee0034d61ad4c4312e75842728,0,0,0,0,8,10,7,20,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86528f87127fa4e3e6564e41df15c9dc,0,0,0,0,0,0,0,48,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f164eb1470bf6a9b74b42703bb921273,0,0,0,0,0,0,0,38,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78b33c2914c4ae2512e95e040eebbf9b,0,0,0,0,0,0,0,30,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85b862ccd8d9f59dcea93fd2acf603e1,0,0,0,0,0,0,0,29,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66cb0eb3013fa85ba4c60b295241cf2b,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa7e38abddd60422b7e3d952bb5fadb2,0,0,0,0,0,0,0,0,25,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64d09d7343c8387d79b88a4f82acb121,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0
6636df3ad220ba5ec8ec40ef96b309cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
2dec9b4e71f0d158eb2457d21582eca2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
11f5baf085f037f0ac5a29eeca3488f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,55,0
d9b3b1296e818abf47119e80c2b9fca7,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
82d3c0ca98c1bd6b98d3c336a1e23de3,15,16,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
1749f9e3db30ca04efe43d724c0c3850,11,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
f3b9d12f40b2a94ffa553fc9db3c9a74,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ffd97804c798ba164bd888e27c3b6a8c,0,0,0,0,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
620dad08b4430a1dfe32b5411524eece,0,0,0,0,29,30,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a881314931c335fd1cea716d327e7835,0,0,0,0,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1953c5dc234975cdc65ff7b4979ed6b1,0,0,0,0,27,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5ff90c34cf763118e14ec8bbc227c691,0,0,0,0,24,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396dd34b5585d72aeb7b3ed36a596fb4,0,0,0,0,22,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e48dae59f7bfc08bf745250a978f4783,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
1889251f601c9558e7e3ee3eeca134c7,0,0,0,0,0,0,0,39,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac36c60885ed300d9ad98a8ef549d882,0,0,0,0,0,0,0,24,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649f5bc1cd9a7cfee649cc19a3babc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
056870dc5614c0a5e467cef0ae27f6eb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0
7f732cb2ae52b370f5bfdc795b91b6c7,0,0,0,0,39,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ea192cb3410cc7eb3fa46d03219a40a,0,0,0,0,35,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95f722e780f21a77d3c564b434e01664,0,0,0,0,26,20,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357191a625097a5f139246d641982fd7,0,0,0,0,24,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1e784c2e185aa15f07b1917a17d9304f,0,0,0,0,0,0,0,37,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24b5ffb194370922dbc00adbe8160ef6,0,0,0,0,0,0,0,34,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1e6376081c29a73d6e793104464a744,0,0,0,0,0,0,0,27,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e27321188d8560a916c424fbdb673e4,0,0,0,0,0,0,0,24,21,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c9dfa9742b67032fba6f47dd86c0443d,0,0,0,0,0,0,0,23,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8dbcc7102ebe70aedf9ff0a2b8647a8f,0,0,0,0,0,0,0,23,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f9bc4e1a736bf7e5a9a4fb5bd220b9d,0,0,0,0,0,0,0,0,0,0,0,0,13,0,61,0,0,0,0,0,0,0,0,0
2ccb48145df48f1ef8dc0177068c72e1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0
bef7a224c5d890664730678e13fce6a5,11,16,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0
7f40c74aa05c1ea4850074eecbbd45f1,0,0,0,0,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1cee3a960afe6a09ae0d9c8b4c5a9618,0,0,0,0,18,25,0,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ba3a69708da1877208f748953268892,0,0,0,0,0,25,0,27,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba149cdfacdce3f424130dec3b75ac53,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
515af3d40f6f71804f9627c79e93d313,0,0,0,0,0,0,0,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0db7e36fa50f28e306b4f22743899179,0,0,0,0,0,0,0,29,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7f55780cb9e85439bb6bec309ac4b5ba,0,0,0,0,0,0,0,28,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9d656ba6f12e86aee52f889308059232,0,0,0,0,0,0,0,0,40,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6bb971af7d4566d5621eb9807a758055,29,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723d7a28f9f4fb7474fefbcac9bed2e3,12,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
93c3af381a910c6bfa8950e0cd1a48f0,0,0,0,0,37,22,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c4e2643335a9f9942629c7c7487301d,0,0,0,0,23,20,10,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f533ed2d19897d5a333a3aa15dcaa45d,0,0,0,0,23,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a1508b9110cb06f5541999ab43c36a86,0,0,0,0,21,31,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21d008e47c0f0d042e672f8c4c4d8742,0,0,0,0,16,17,0,10,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242f912683527e596a3df2f0feb8b695,0,0,0,0,0,0,0,22,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82fe061fec0411a492ee46f4d0006484,0,0,0,0,0,0,0,13,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e910d43d23cc0e1c8ed695b559eea77,16,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
4459d1bc51f68f6fa62d368a803a9636,15,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
03a64275b99a2d7e268b209e0c32a02d,0,0,0,0,39,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23b5756fa552616443bf28a8d414f419,0,0,0,0,34,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26009d23e1af29c1a819e422cfc13b52,0,0,0,0,32,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e38b94d9cc852c60cff17a24cb342602,0,0,0,0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
18b47e2755d41bb56cbc741d00e709f9,0,0,0,0,17,19,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839f4347e150fc5a9bd3d20857777f75,0,0,0,0,13,11,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0
068796c46a6812ee768af368cef36802,0,0,0,0,9,0,7,15,17,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cb4d8912da213ce859fc1520f3402f3a,0,0,0,0,0,25,27,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cacdd9055aa4c82167b2dd88564d4a27,0,0,0,0,0,0,0,27,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f6a4eaf7a2520c1e482e151bb6d20fbe,0,0,0,0,0,0,0,20,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3f8562b528504306480d0d04e1a6d9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0
a6c24750b4834d233b78975a37507d4f,21,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
d58ed474c8fdaca0625b873e5447d8b7,18,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
ed6fb7eb425e762ef3042657aadee96c,18,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
7d128c4232d54f22ab1961e4aa841e7d,0,0,0,0,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
f46f31427fb74c6bdd6541a2642b296c,0,0,0,0,0,6,15,7,9,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0
f8b921675712c21e91bd98e12cfbbff2,0,0,0,0,0,0,0,32,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5e0bf8f2513a1a42085291e5e8806318,0,0,0,0,0,0,0,27,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5525160632d4552dd84bb6b89ef8eff8,0,0,0,0,0,0,0,25,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3f483b7030ae9f69109f2c40518be2a7,0,0,0,0,0,0,0,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
418ddbc5255b48a49e34200016552c8d,0,0,0,0,0,0,0,23,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac671f2cbf9b84e06d70ef6b72a16991,0,0,0,0,0,0,0,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0
852f46ed5d83f1ad2d13b4dc26c6cf9a,0,0,0,0,0,0,0,0,16,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0
943b8ecce9fcc3c94516b7075973227d,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0
8a022e6fb0a00f9420ee8267ee7bc93c,29,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
ee38bf7e8c9135562f5565b66523cfd0,19,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
3fe27e18ade80de161a4d9d80a4b4d7b,17,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
54d26be89011c9bae21be2432254b669,13,27,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
4010844a40dd87fbda9bb04b6f7cf7e1,8,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0
b56f9959eaa97b6e0a169a15e4e105d6,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01cffa49390ef7bba3ff96009809f59,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
3fbf4ec662d9a890a18cb02b357ea260,0,0,0,0,45,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4dc3f9a166cd976fc1019a03d58409e,0,0,0,0,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82782a69321290e695677780c353f8aa,0,0,0,0,25,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805297a5b5addd8343ec719821cc0ed7,0,0,0,0,19,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32802bd44560666d45cf4f211ce9249d,0,0,0,0,18,31,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a7062f4c156fe3be345803dd37acf2e9,0,0,0,0,18,34,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64b228608efeb1c11448a45d2e61c507,0,0,0,0,13,16,13,10,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2680b346c094d3022201b39d4f370c5f,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d36598c303ff43dd4a113666eeb293b,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417fb5c9653ab521b27d8aa3732b19d6,0,0,0,0,0,5,0,18,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530832aac97ce736da32bea4940f18b8,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d15a66306e89fb11cb156b9da71ea32c,0,0,0,0,0,0,0,20,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725849a5989a7ffc8775a9fe8b5ab8ec,0,0,0,0,0,0,0,16,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e857c228bfeaf46c54d8267303a20287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0
4c7c5f61c72b886a0cc8ad9a0fcb7a63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0
60c7f88479b57edb8a77e37113e0de7f,18,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
837868eabd3d8f6abbd46e7b66d34bd9,15,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
a148955e9fc1ac31847383b6b037ee84,7,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
3353ed08aad74835132fcb7857ca35bd,0,0,0,0,36,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc50d585734b979ed8ddc53f91ae466d,0,0,0,0,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9c0414118e01ded1092b2c9318d532ba,0,0,0,0,14,0,11,14,20,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899bb92cf308282071cff61a2369421d,0,0,0,0,0,0,0,22,18,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4123afa3a16bdbd561eb9ee4a50767b2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0
9c31ae07cd95f97ed72fe12728f66384,17,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
a54a25c706a49e14ba9f67013167ccfd,13,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
5adc7c36e2d3b127e636f3d4e8e8ed72,7,19,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
a52eea706bcbffc2e5611f1a3a5b3081,0,28,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30dbbb3bed54207d25a0bd32aeb97f2a,0,0,0,0,27,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5eaf8666fd3fe73358e686f3f7fcd4d6,0,0,0,0,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
7bdbfc2f8962d91aeee94be3ec560795,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
180c8c6174a2a74801caf36741aee8a4,0,0,0,0,0,30,0,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80ea375a6030dfb1dbf061ab843dbfcc,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
2ae7f4c66efe03aeb921d8743adf6d5f,0,0,0,0,0,4,0,19,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d9b5209e60730dbcbdf93788c46347e,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306c226c489c17d8fec57e22bc432938,0,0,0,0,0,0,0,23,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5707a8cfc06604161bf3573800174c6,0,0,0,0,0,0,0,19,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87edcf4c2ec52f384af633ce15db915e,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0
6bddb2fb5fbb9526f71229365be385b6,27,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa586916a02cbcb0b41650a66d639bd8,16,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
f4ddc81641a9e8f115dd73ea4ffdcf50,11,33,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
e4590bf9676938db0e0191abe2f82892,0,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0
6b4806afda9de8a6df39de361b8a7fa6,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0
0bbdf22df12819a6ec2aa4f22e66ecae,0,0,0,0,26,19,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676963ef1c28bc52f9f7d3726fced512,0,0,0,0,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
e89f1de025ba3baa63434d46f74760c8,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0
28f6f449b9e0e4b6b15f317b9e2f47b8,0,0,0,0,20,25,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d8e9167ddf97364c242137d34c9ac997,0,0,0,0,10,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
3a7c560cee61a08b463fc5da6d5dc07c,0,0,0,0,0,0,0,24,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dec8942235326433d208abeebc97eded,0,0,0,0,0,0,0,23,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ed96238a0de03f62e8ed45e48464078,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0
52be3220978ad1ad1dffd708d00b9fc8,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0
e76d62afb12d4bcd8c64d098e28c8e42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0
bcf354b3869a2ab19c374f2b52665c3f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0
7ffe0b470e4038569fd3152b4cdef382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
8a995e98fb1d76644091de683f9cb54e,32,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ea623291c7b9fb95e2d6abd935d25248,15,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
54ec5901e961a2f35b61c3c5382f6bd5,14,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
8fec248059c0d8827edc21e559584114,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
7e980f68877b5d59b7ee1c9852acee9c,0,0,0,0,35,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
4049ae874b932664676f8150aa04fb54,0,0,0,0,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52d445376881a24d3e8aa6c3e20676ed,0,0,0,0,26,16,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
e4a4cfc31009ffe45ad6da5151d20b76,0,0,0,0,18,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
c8c972fe70a42ad857263f8595c9abf2,0,0,0,0,15,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a204ac59841e3c96f0c643f891dafeb4,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0
8fe38d4a8eea8c78144bfced7426a2af,0,0,0,0,0,0,0,33,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7fe1752d8047ad680350d10b5ef754ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0
bce264348cbec90d179878c3f77f7e4e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0
a09d24bb06f25ebaaf7a0304ab49d08b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0
